VIT Branch,Subject Branch,CGPA,Placement got
AP,B.Tech Computer Science & Engineering,8.36,Yes
Vellore,B.Tech CSE (AI & ML),7.78,No
Chennai,B.Tech Computer Science & Engineering,6.74,No
AP,B.Tech Computer Science & Engineering,7.09,No
Vellore,B.Tech CSE (Education Technology),7.53,No
Chennai,Other,5.1,No
Vellore,B.Tech Computer Science & Engineering,6.02,No
AP,B.Tech ECE (AI & Cybernetics),8.18,Yes
AP,B.Tech Computer Science & Engineering,7.86,No
AP,B.Tech Electronics & Communication Engineering,7.37,No
Chennai,M.Tech VLSI Design,6.67,No
Bhopal,B.Tech Computer Science & Engineering,8.27,No
AP,B.Tech ECE (AI & Cybernetics),6.61,No
AP,B.Tech Computer Science & Engineering,5.36,No
Bhopal,B.Tech CSE (Education Technology),5.25,No
Bhopal,B.Tech Electronics & Communication Engineering,9.47,No
Vellore,B.Tech Computer Science & Engineering,8.22,Yes
Vellore,B.Tech ECE (AI & Cybernetics),6.91,No
Chennai,B.Tech Computer Science & Engineering,9.7,No
Vellore,B.Tech Computer Science & Engineering,5.98,No
Chennai,B.Tech Computer Science & Engineering,9.61,Yes
Vellore,B.Tech Computer Science & Engineering,9.95,Yes
Chennai,B.Tech Mechanical Engineering,6.99,No
AP,B.Tech CSE (AI & ML),9.75,Yes
Bhopal,B.Tech Computer Science & Engineering,8.6,No
Chennai,B.Tech Computer Science & Engineering,8.09,Yes
Vellore,M.Tech CSE (Cyber Security),6.13,No
Vellore,B.Tech Computer Science & Engineering,9.29,Yes
AP,B.Tech Computer Science & Engineering,5.73,No
AP,B.Tech Mechanical Engineering,6.23,No
Chennai,B.Tech CSE (Cloud Computing & Automation),7.17,No
Bhopal,B.Tech Computer Science & Engineering,6.96,No
Bhopal,B.Tech ECE (AI & Cybernetics),6.13,No
Vellore,B.Tech Computer Science & Engineering,9.18,No
Bhopal,B.Tech Computer Science & Engineering,9.96,No
Chennai,B.Tech CSE (Cloud Computing & Automation),7.41,No
AP,B.Tech Electronics & Communication Engineering,6.29,No
Bhopal,B.Tech Computer Science & Engineering,7.47,No
Vellore,B.Tech CSE (Health Informatics),7.37,No
AP,B.Tech Computer Science & Engineering,7.19,No
Vellore,M.Tech AI & Data Science,7.22,No
AP,B.Tech Computer Science & Engineering,8.48,Yes
Chennai,B.Tech Mechanical Eng (AI & Robotics),6.9,No
Chennai,B.Tech Computer Science & Engineering,9.87,Yes
Chennai,B.Tech CSE (Education Technology),6.44,No
AP,B.Tech Computer Science & Engineering,6.63,No
Chennai,B.Tech Computer Science & Engineering,8.89,Yes
Bhopal,B.Tech Computer Science & Engineering,8.03,Yes
Bhopal,B.Tech Computer Science & Engineering,8.01,No
AP,B.Tech Computer Science & Engineering,5.14,No
Vellore,B.Tech Electronics & Communication Engineering,5.25,No
Vellore,B.Tech CSE (Education Technology),5.75,No
Bhopal,B.Tech Computer Science & Engineering,8.46,Yes
Vellore,B.Tech Computer Science & Engineering,9.38,Yes
AP,B.Tech Computer Science & Engineering,6.07,No
Chennai,B.Tech Computer Science & Engineering,8.7,Yes
Vellore,B.Tech CSE (AI & ML),6.43,No
Chennai,B.Tech Computer Science & Engineering,6.94,No
Vellore,B.Tech Computer Science & Engineering,7.36,No
Vellore,B.Tech Computer Science & Engineering,5.29,No
Vellore,B.Tech Computer Science & Engineering,7.96,No
Vellore,B.Tech Computer Science & Engineering,7.43,No
AP,B.Tech Electronics & Communication Engineering,8.51,Yes
Chennai,B.Tech Computer Science & Engineering,7.34,No
Vellore,B.Tech Computer Science & Engineering,6.22,No
AP,B.Tech Computer Science & Engineering,7.62,No
Vellore,B.Tech Computer Science & Engineering,8.4,Yes
Vellore,B.Tech Computer Science & Engineering,7.88,No
Chennai,B.Tech CSE (Health Informatics),6.37,No
Chennai,B.Tech CSE (E-Commerce Technology),9.05,Yes
Vellore,B.Tech Computer Science & Engineering,6.3,No
Vellore,B.Tech CSE (Health Informatics),8.04,No
Chennai,B.Tech Computer Science & Engineering,5.54,No
Vellore,B.Tech Computer Science & Engineering,5.4,No
AP,B.Tech Computer Science & Engineering,8.98,Yes
Chennai,B.Tech Computer Science & Engineering,7.89,No
Vellore,B.Tech CSE (E-Commerce Technology),9.81,No
AP,B.Tech Computer Science & Engineering,8.63,Yes
Chennai,B.Tech Electronics & Communication Engineering,5.53,No
Chennai,B.Tech Mechanical Engineering,9.56,Yes
Chennai,B.Tech Electronics & Communication Engineering,9.59,Yes
Vellore,B.Tech CSE (AI & ML),6.86,No
Chennai,B.Tech CSE (Health Informatics),6.83,No
Vellore,B.Tech Computer Science & Engineering,6.8,No
Vellore,B.Tech Computer Science & Engineering,6.1,No
Bhopal,B.Tech CSE (E-Commerce Technology),7.57,No
Vellore,B.Tech CSE (Education Technology),6.45,No
Chennai,B.Tech Computer Science & Engineering,9.61,No
Chennai,B.Tech Computer Science & Engineering,7.41,No
Vellore,B.Tech CSE (Cloud Computing & Automation),6.34,No
Bhopal,B.Tech Computer Science & Engineering,5.46,No
Bhopal,B.Tech Computer Science & Engineering,9.62,Yes
Vellore,B.Tech Computer Science & Engineering,6.5,No
Vellore,B.Tech CSE (E-Commerce Technology),5.98,No
AP,B.Tech Computer Science & Engineering,9.34,Yes
AP,B.Tech Computer Science & Engineering,9.76,No
AP,B.Tech CSE (Cyber Security & Digital Forensics),8.78,Yes
Chennai,B.Tech CSE (AI & ML),6.52,No
Bhopal,B.Tech Computer Science & Engineering,8.48,No
AP,B.Tech Computer Science & Engineering,6.1,No
AP,B.Tech Computer Science & Engineering,9.65,Yes
Vellore,B.Tech Electronics & Communication Engineering,7.58,No
Chennai,B.Tech Computer Science & Engineering,7.93,No
Vellore,M.Tech AI & Data Science,8.52,No
AP,B.Tech Computer Science & Engineering,8.8,No
Bhopal,B.Tech Computer Science & Engineering,9.36,No
Vellore,B.Tech Computer Science & Engineering,7.46,No
Bhopal,B.Tech Computer Science & Engineering,5.74,No
AP,B.Tech Computer Science & Engineering,8.02,Yes
Bhopal,B.Tech Mechanical Eng (AI & Robotics),9.14,Yes
Vellore,B.Tech Computer Science & Engineering,8.09,No
Bhopal,B.Tech Computer Science & Engineering,8.18,Yes
Vellore,M.Tech VLSI Design,8.02,Yes
AP,B.Tech Computer Science & Engineering,8.29,Yes
AP,B.Tech CSE (Health Informatics),9.69,Yes
Bhopal,B.Tech Electronics & Communication Engineering,7.67,No
Vellore,B.Tech Computer Science & Engineering,5.79,No
Bhopal,B.Tech CSE (AI & ML),5.41,No
AP,B.Tech ECE (AI & Cybernetics),8.08,Yes
Vellore,B.Tech Computer Science & Engineering,7.87,No
Bhopal,B.Tech CSE (E-Commerce Technology),5.47,No
Vellore,B.Tech Computer Science & Engineering,6.06,No
Vellore,B.Tech Computer Science & Engineering,9.01,No
Chennai,B.Tech CSE (Cyber Security & Digital Forensics),9.94,Yes
Chennai,M.Tech CSE (Cyber Security),7.81,No
Vellore,B.Tech Computer Science & Engineering,5.98,No
Bhopal,B.Tech Computer Science & Engineering,6.27,No
Chennai,B.Tech Computer Science & Engineering,5.18,No
Vellore,B.Tech CSE (Education Technology),6.27,No
Chennai,B.Tech Computer Science & Engineering,8.03,Yes
Chennai,B.Tech Computer Science & Engineering,5.85,No
Chennai,B.Tech Computer Science & Engineering,5.91,No
Chennai,B.Tech CSE (Education Technology),6.75,No
Vellore,B.Tech Computer Science & Engineering,8.77,Yes
Chennai,B.Tech CSE (Cloud Computing & Automation),8.22,Yes
Vellore,B.Tech ECE (AI & Cybernetics),7.74,No
Chennai,B.Tech Computer Science & Engineering,8.91,Yes
Vellore,B.Tech Computer Science & Engineering,6.01,No
Vellore,B.Tech Computer Science & Engineering,6.98,No
Vellore,B.Tech Computer Science & Engineering,6.77,No
Vellore,B.Tech Computer Science & Engineering,8.78,No
AP,B.Tech Computer Science & Engineering,7.58,No
Chennai,B.Tech Computer Science & Engineering,6.09,No
Chennai,B.Tech Electronics & Communication Engineering,7.7,No
Bhopal,B.Tech Computer Science & Engineering,7.0,No
Chennai,B.Tech Computer Science & Engineering,8.65,No
Vellore,B.Tech CSE (Education Technology),5.72,No
Chennai,B.Tech Computer Science & Engineering,6.36,No
AP,B.Tech Computer Science & Engineering,6.09,No
Vellore,B.Tech Computer Science & Engineering,9.47,Yes
Chennai,B.Tech Mechanical Engineering,5.7,No
Vellore,B.Tech Computer Science & Engineering,6.09,No
AP,B.Tech Computer Science & Engineering,7.95,No
Chennai,B.Tech CSE (Education Technology),8.75,No
AP,B.Tech Computer Science & Engineering,6.06,No
Chennai,B.Tech Computer Science & Engineering,5.2,No
Vellore,B.Tech Electronics & Communication Engineering,6.68,No
Vellore,B.Tech ECE (AI & Cybernetics),8.84,No
AP,B.Tech Computer Science & Engineering,9.73,Yes
AP,Other,7.67,No
AP,B.Tech Computer Science & Engineering,7.14,No
AP,B.Tech Computer Science & Engineering,5.37,No
Vellore,B.Tech Computer Science & Engineering,5.15,No
Chennai,B.Tech Computer Science & Engineering,5.0,No
AP,B.Tech CSE (Health Informatics),9.24,No
Chennai,B.Tech Computer Science & Engineering,6.92,No
Vellore,B.Tech Computer Science & Engineering,7.08,No
Vellore,B.Tech Computer Science & Engineering,9.18,Yes
Bhopal,B.Tech Computer Science & Engineering,5.34,No
Chennai,B.Tech Mechanical Eng (AI & Robotics),8.2,Yes
Vellore,B.Tech Electronics & Communication Engineering,6.05,No
AP,B.Tech Computer Science & Engineering,5.92,No
Vellore,B.Tech Electronics & Communication Engineering,5.46,No
AP,B.Tech CSE (Cyber Security & Digital Forensics),7.49,No
Vellore,B.Tech Electronics & Communication Engineering,8.02,No
Vellore,B.Tech CSE (E-Commerce Technology),6.29,No
Vellore,B.Tech Mechanical Eng (AI & Robotics),8.09,No
Vellore,B.Tech Computer Science & Engineering,9.05,No
Vellore,B.Tech Computer Science & Engineering,6.46,No
Vellore,B.Tech Computer Science & Engineering,6.34,No
Vellore,B.Tech Computer Science & Engineering,6.78,No
Vellore,B.Tech CSE (Education Technology),9.64,No
AP,B.Tech Computer Science & Engineering,6.25,No
AP,B.Tech Electronics & Communication Engineering,8.41,Yes
Bhopal,B.Tech CSE (Education Technology),5.25,No
Vellore,B.Tech Computer Science & Engineering,6.39,No
Chennai,B.Tech Computer Science & Engineering,9.0,Yes
AP,B.Tech CSE (E-Commerce Technology),5.21,No
Vellore,M.Tech VLSI Design,8.2,Yes
Vellore,B.Tech Computer Science & Engineering,8.78,Yes
Chennai,B.Tech Computer Science & Engineering,6.22,No
Bhopal,B.Tech Computer Science & Engineering,6.63,No
Bhopal,B.Tech CSE (E-Commerce Technology),9.16,No
AP,B.Tech Computer Science & Engineering,6.9,No
Vellore,B.Tech Computer Science & Engineering,7.45,No
AP,B.Tech CSE (AI & ML),9.78,No
Bhopal,B.Tech Computer Science & Engineering,5.28,No
Vellore,B.Tech Computer Science & Engineering,6.44,No
Vellore,B.Tech Computer Science & Engineering,8.7,No
Chennai,B.Tech Computer Science & Engineering,9.94,Yes
Bhopal,B.Tech Computer Science & Engineering,9.29,Yes
Bhopal,B.Tech Electronics & Communication Engineering,8.13,Yes
Vellore,B.Tech CSE (AI & ML),9.35,Yes
Bhopal,B.Tech Computer Science & Engineering,9.84,Yes
Bhopal,B.Tech CSE (Education Technology),5.66,No
Chennai,B.Tech Computer Science & Engineering,8.65,No
Chennai,M.Tech CSE (Cyber Security),6.14,No
Vellore,B.Tech Computer Science & Engineering,8.74,No
Chennai,B.Tech Computer Science & Engineering,9.24,No
AP,B.Tech ECE (AI & Cybernetics),8.61,Yes
Chennai,B.Tech Computer Science & Engineering,7.16,No
Vellore,B.Tech Electronics & Communication Engineering,5.21,No
Chennai,B.Tech CSE (Cyber Security & Digital Forensics),7.14,No
Vellore,B.Tech Computer Science & Engineering,8.02,No
Chennai,B.Tech CSE (Health Informatics),5.24,No
Vellore,B.Tech Computer Science & Engineering,6.21,No
Bhopal,B.Tech Computer Science & Engineering,5.25,No
Vellore,B.Tech CSE (AI & ML),9.1,Yes
Chennai,B.Tech Computer Science & Engineering,5.22,No
Vellore,B.Tech Mechanical Eng (AI & Robotics),8.95,No
AP,B.Tech Computer Science & Engineering,7.49,No
Chennai,B.Tech Computer Science & Engineering,7.81,No
Bhopal,B.Tech Computer Science & Engineering,5.44,No
AP,B.Tech Computer Science & Engineering,9.18,No
Vellore,B.Tech CSE (E-Commerce Technology),7.05,No
Vellore,B.Tech Computer Science & Engineering,5.38,No
Bhopal,B.Tech Computer Science & Engineering,5.88,No
AP,B.Tech CSE (E-Commerce Technology),7.1,No
Bhopal,B.Tech Computer Science & Engineering,5.32,No
Vellore,B.Tech Computer Science & Engineering,8.21,No
Bhopal,B.Tech Computer Science & Engineering,9.15,Yes
Vellore,B.Tech Computer Science & Engineering,5.7,No
Vellore,B.Tech CSE (E-Commerce Technology),8.26,No
Vellore,B.Tech Computer Science & Engineering,9.67,Yes
Vellore,B.Tech Mechanical Eng (AI & Robotics),9.92,Yes
AP,B.Tech Computer Science & Engineering,5.57,No
Vellore,B.Tech Computer Science & Engineering,6.01,No
Vellore,B.Tech CSE (Health Informatics),9.71,Yes
Bhopal,B.Tech Computer Science & Engineering,8.8,No
AP,B.Tech Computer Science & Engineering,8.72,No
AP,B.Tech Computer Science & Engineering,8.05,Yes
Vellore,B.Tech Computer Science & Engineering,9.81,No
Vellore,B.Tech Computer Science & Engineering,7.0,No
AP,B.Tech Computer Science & Engineering,9.74,Yes
AP,B.Tech Computer Science & Engineering,7.88,No
AP,B.Tech CSE (Cyber Security & Digital Forensics),9.5,No
Chennai,B.Tech Computer Science & Engineering,5.45,No
Vellore,B.Tech Computer Science & Engineering,6.4,No
Vellore,B.Tech Computer Science & Engineering,7.66,No
Vellore,B.Tech Computer Science & Engineering,8.3,Yes
Chennai,B.Tech Computer Science & Engineering,9.39,Yes
Chennai,B.Tech Electronics & Communication Engineering,5.6,No
Vellore,B.Tech Computer Science & Engineering,6.95,No
Vellore,B.Tech Electronics & Communication Engineering,6.99,No
Vellore,B.Tech Computer Science & Engineering,9.41,Yes
Bhopal,B.Tech ECE (AI & Cybernetics),6.84,No
AP,B.Tech Computer Science & Engineering,6.68,No
Vellore,B.Tech Computer Science & Engineering,5.75,No
Vellore,B.Tech Computer Science & Engineering,9.14,No
Vellore,B.Tech Computer Science & Engineering,7.75,No
Chennai,B.Tech Computer Science & Engineering,9.8,Yes
Vellore,B.Tech ECE (AI & Cybernetics),9.74,Yes
AP,B.Tech CSE (AI & ML),8.19,Yes
Vellore,B.Tech CSE (Cloud Computing & Automation),9.53,Yes
Vellore,B.Tech Computer Science & Engineering,9.64,Yes
Chennai,B.Tech Computer Science & Engineering,7.99,No
Bhopal,B.Tech CSE (Education Technology),5.37,No
Vellore,B.Tech Mechanical Engineering,6.06,No
AP,B.Tech CSE (AI & ML),8.74,Yes
AP,B.Tech Computer Science & Engineering,7.94,No
Bhopal,B.Tech Computer Science & Engineering,7.12,No
Vellore,B.Tech Electronics & Communication Engineering,8.41,No
Bhopal,B.Tech Mechanical Eng (AI & Robotics),6.09,No
Vellore,B.Tech CSE (Education Technology),6.11,No
Vellore,B.Tech CSE (Health Informatics),6.95,No
Bhopal,B.Tech CSE (Cyber Security & Digital Forensics),9.35,Yes
Vellore,B.Tech Computer Science & Engineering,5.98,No
Vellore,B.Tech Mechanical Engineering,8.48,No
Vellore,B.Tech CSE (E-Commerce Technology),5.5,No
Chennai,B.Tech Computer Science & Engineering,6.82,No
Chennai,B.Tech ECE (AI & Cybernetics),6.77,No
Chennai,B.Tech Computer Science & Engineering,7.78,No
AP,B.Tech Electronics & Communication Engineering,7.28,No
Vellore,B.Tech CSE (Education Technology),9.36,No
Chennai,B.Tech Computer Science & Engineering,5.37,No
Vellore,B.Tech Computer Science & Engineering,9.27,Yes
Chennai,B.Tech Mechanical Engineering,9.52,Yes
Vellore,B.Tech CSE (Education Technology),5.55,No
Vellore,M.Tech VLSI Design,6.7,No
AP,B.Tech Computer Science & Engineering,6.86,No
Bhopal,M.Tech CSE (Cyber Security),8.91,Yes
AP,B.Tech Computer Science & Engineering,9.68,Yes
Chennai,B.Tech Computer Science & Engineering,5.14,No
Chennai,B.Tech Computer Science & Engineering,8.8,Yes
Bhopal,B.Tech Computer Science & Engineering,6.25,No
Vellore,B.Tech Computer Science & Engineering,8.9,Yes
Chennai,M.Tech VLSI Design,7.56,No
Vellore,B.Tech CSE (Education Technology),9.57,No
Chennai,B.Tech Computer Science & Engineering,6.34,No
AP,B.Tech Computer Science & Engineering,8.45,No
Bhopal,M.Tech AI & Data Science,5.48,No
Chennai,B.Tech Electronics & Communication Engineering,9.85,No
Vellore,B.Tech Computer Science & Engineering,6.94,No
Vellore,B.Tech Computer Science & Engineering,9.31,Yes
AP,B.Tech Computer Science & Engineering,6.85,No
AP,B.Tech Computer Science & Engineering,6.69,No
Chennai,B.Tech Electronics & Communication Engineering,9.89,Yes
Vellore,B.Tech CSE (AI & ML),9.14,No
Vellore,B.Tech Computer Science & Engineering,5.03,No
Bhopal,B.Tech Computer Science & Engineering,6.55,No
Vellore,B.Tech Computer Science & Engineering,7.06,No
Vellore,B.Tech CSE (Health Informatics),6.74,No
Chennai,B.Tech Computer Science & Engineering,6.45,No
Chennai,B.Tech CSE (Cloud Computing & Automation),6.82,No
Vellore,B.Tech CSE (E-Commerce Technology),6.08,No
Vellore,B.Tech Computer Science & Engineering,6.95,No
Vellore,B.Tech Computer Science & Engineering,6.18,No
Vellore,B.Tech ECE (AI & Cybernetics),5.61,No
Vellore,B.Tech Computer Science & Engineering,5.51,No
AP,M.Tech CSE (Cyber Security),6.98,No
AP,B.Tech Electronics & Communication Engineering,8.64,No
Chennai,B.Tech ECE (AI & Cybernetics),9.41,No
Bhopal,B.Tech Computer Science & Engineering,5.02,No
Vellore,B.Tech Computer Science & Engineering,5.26,No
Chennai,B.Tech Electronics & Communication Engineering,5.3,No
Vellore,B.Tech Computer Science & Engineering,8.89,Yes
Chennai,B.Tech Computer Science & Engineering,6.92,No
Bhopal,B.Tech Computer Science & Engineering,7.46,No
Vellore,B.Tech Computer Science & Engineering,8.68,Yes
AP,B.Tech Computer Science & Engineering,5.13,No
Chennai,B.Tech Computer Science & Engineering,5.72,No
Chennai,B.Tech Computer Science & Engineering,5.25,No
Bhopal,B.Tech Electronics & Communication Engineering,6.87,No
Vellore,B.Tech Computer Science & Engineering,9.27,Yes
Chennai,B.Tech Computer Science & Engineering,7.28,No
Vellore,B.Tech Computer Science & Engineering,5.22,No
Chennai,B.Tech CSE (Cloud Computing & Automation),6.61,No
Vellore,B.Tech CSE (AI & ML),9.9,Yes
AP,M.Tech CSE (Cyber Security),7.11,No
Vellore,B.Tech Computer Science & Engineering,6.82,No
Vellore,B.Tech CSE (E-Commerce Technology),5.26,No
Vellore,B.Tech Computer Science & Engineering,5.56,No
Bhopal,B.Tech Computer Science & Engineering,6.85,No
Vellore,B.Tech Computer Science & Engineering,9.02,No
Vellore,B.Tech Computer Science & Engineering,6.16,No
Bhopal,B.Tech Computer Science & Engineering,5.2,No
Vellore,B.Tech Computer Science & Engineering,7.82,No
Vellore,B.Tech Electronics & Communication Engineering,9.03,Yes
Chennai,B.Tech CSE (AI & ML),7.21,No
AP,B.Tech Electronics & Communication Engineering,8.62,Yes
AP,B.Tech CSE (AI & ML),9.77,Yes
Vellore,B.Tech Computer Science & Engineering,9.46,Yes
AP,B.Tech CSE (Education Technology),7.47,No
AP,B.Tech Computer Science & Engineering,9.48,No
Vellore,B.Tech Computer Science & Engineering,9.71,Yes
AP,B.Tech Electronics & Communication Engineering,7.34,No
Bhopal,B.Tech Computer Science & Engineering,8.77,Yes
Chennai,B.Tech Computer Science & Engineering,7.76,No
Vellore,B.Tech CSE (Education Technology),6.41,No
Chennai,B.Tech Computer Science & Engineering,9.84,No
AP,B.Tech Computer Science & Engineering,7.03,No
Vellore,B.Tech CSE (E-Commerce Technology),7.35,No
Chennai,B.Tech Computer Science & Engineering,7.7,No
Vellore,B.Tech CSE (AI & ML),8.25,Yes
Vellore,B.Tech Computer Science & Engineering,9.44,Yes
Chennai,B.Tech Computer Science & Engineering,9.46,Yes
Vellore,B.Tech CSE (Cloud Computing & Automation),7.75,No
Vellore,B.Tech Computer Science & Engineering,7.17,No
Vellore,B.Tech Computer Science & Engineering,6.15,No
Bhopal,B.Tech CSE (AI & ML),7.35,No
Vellore,B.Tech Computer Science & Engineering,6.8,No
Bhopal,B.Tech ECE (AI & Cybernetics),8.8,No
Vellore,B.Tech Computer Science & Engineering,5.53,No
Chennai,B.Tech Computer Science & Engineering,9.95,Yes
AP,B.Tech Computer Science & Engineering,9.92,Yes
Chennai,B.Tech CSE (AI & ML),9.31,Yes
AP,B.Tech Computer Science & Engineering,5.88,No
Vellore,M.Tech VLSI Design,5.81,No
Vellore,B.Tech CSE (Health Informatics),8.24,No
Chennai,B.Tech Computer Science & Engineering,7.37,No
AP,B.Tech Computer Science & Engineering,7.56,No
Vellore,B.Tech Computer Science & Engineering,8.21,No
AP,B.Tech CSE (AI & ML),5.78,No
AP,B.Tech CSE (Education Technology),9.1,No
Chennai,B.Tech CSE (Cloud Computing & Automation),9.92,Yes
AP,B.Tech Computer Science & Engineering,7.12,No
Vellore,B.Tech CSE (Cloud Computing & Automation),6.2,No
AP,B.Tech Mechanical Engineering,5.42,No
Chennai,B.Tech Computer Science & Engineering,7.56,No
Vellore,B.Tech CSE (Education Technology),8.17,No
Chennai,B.Tech Computer Science & Engineering,6.84,No
Chennai,B.Tech Computer Science & Engineering,6.12,No
Vellore,B.Tech Computer Science & Engineering,7.63,No
Vellore,B.Tech Computer Science & Engineering,9.12,Yes
Vellore,B.Tech CSE (Health Informatics),8.0,Yes
Bhopal,B.Tech Computer Science & Engineering,9.89,Yes
Vellore,B.Tech Computer Science & Engineering,6.52,No
Vellore,B.Tech Mechanical Engineering,9.87,No
Chennai,B.Tech Computer Science & Engineering,7.38,No
Vellore,B.Tech Computer Science & Engineering,6.08,No
Vellore,B.Tech CSE (E-Commerce Technology),8.8,No
Chennai,B.Tech Computer Science & Engineering,7.68,No
AP,B.Tech Mechanical Engineering,5.36,No
Vellore,B.Tech Computer Science & Engineering,5.53,No
Chennai,B.Tech ECE (AI & Cybernetics),6.62,No
Vellore,B.Tech CSE (AI & ML),7.79,No
Bhopal,B.Tech CSE (Education Technology),6.12,No
Vellore,B.Tech Computer Science & Engineering,8.6,Yes
Bhopal,B.Tech CSE (AI & ML),7.27,No
AP,B.Tech Computer Science & Engineering,6.48,No
Chennai,B.Tech Computer Science & Engineering,5.85,No
Chennai,B.Tech Computer Science & Engineering,6.72,No
Vellore,B.Tech Computer Science & Engineering,5.83,No
Chennai,B.Tech Computer Science & Engineering,8.69,No
Vellore,B.Tech Computer Science & Engineering,9.42,No
Chennai,B.Tech Computer Science & Engineering,9.15,No
Vellore,B.Tech CSE (E-Commerce Technology),7.37,No
Vellore,B.Tech CSE (Education Technology),6.04,No
Chennai,B.Tech Computer Science & Engineering,5.39,No
Chennai,B.Tech Electronics & Communication Engineering,5.55,No
Chennai,B.Tech Computer Science & Engineering,5.77,No
Chennai,B.Tech Computer Science & Engineering,6.68,No
Vellore,B.Tech Computer Science & Engineering,7.8,No
AP,B.Tech Computer Science & Engineering,9.31,No
Vellore,B.Tech CSE (AI & ML),9.72,No
Chennai,B.Tech CSE (Health Informatics),9.71,Yes
AP,B.Tech Computer Science & Engineering,7.87,No
Vellore,B.Tech CSE (Health Informatics),9.61,Yes
AP,B.Tech Electronics & Communication Engineering,8.11,Yes
AP,M.Tech CSE (Cyber Security),6.28,No
Vellore,B.Tech Computer Science & Engineering,8.47,Yes
AP,B.Tech Computer Science & Engineering,5.76,No
AP,B.Tech Computer Science & Engineering,7.99,No
Chennai,B.Tech Computer Science & Engineering,8.92,No
Chennai,B.Tech Electronics & Communication Engineering,5.02,No
Vellore,B.Tech Computer Science & Engineering,5.31,No
AP,B.Tech Computer Science & Engineering,7.87,No
Chennai,B.Tech Computer Science & Engineering,5.04,No
AP,B.Tech ECE (AI & Cybernetics),7.04,No
Chennai,B.Tech ECE (AI & Cybernetics),5.94,No
Bhopal,B.Tech CSE (Cyber Security & Digital Forensics),5.44,No
Vellore,B.Tech Computer Science & Engineering,9.02,Yes
Vellore,B.Tech Computer Science & Engineering,6.55,No
Vellore,B.Tech CSE (Education Technology),7.87,No
Vellore,B.Tech Computer Science & Engineering,9.58,Yes
Bhopal,B.Tech Computer Science & Engineering,7.79,No
AP,B.Tech Computer Science & Engineering,8.48,Yes
Vellore,B.Tech Computer Science & Engineering,8.43,Yes
Vellore,B.Tech Computer Science & Engineering,5.0,No
Chennai,B.Tech CSE (Education Technology),8.71,Yes
Chennai,B.Tech CSE (Cloud Computing & Automation),6.43,No
Vellore,B.Tech Electronics & Communication Engineering,9.93,No
Vellore,B.Tech ECE (AI & Cybernetics),8.55,No
Vellore,B.Tech Computer Science & Engineering,6.37,No
Vellore,B.Tech Computer Science & Engineering,7.52,No
Chennai,B.Tech CSE (AI & ML),8.25,No
Vellore,B.Tech Computer Science & Engineering,6.72,No
AP,B.Tech Computer Science & Engineering,5.02,No
AP,B.Tech Computer Science & Engineering,7.7,No
Vellore,B.Tech Computer Science & Engineering,6.13,No
Bhopal,B.Tech Electronics & Communication Engineering,5.23,No
Chennai,B.Tech CSE (Health Informatics),5.45,No
AP,B.Tech Electronics & Communication Engineering,7.13,No
Chennai,B.Tech Computer Science & Engineering,5.16,No
Vellore,B.Tech Computer Science & Engineering,7.49,No
Vellore,B.Tech Computer Science & Engineering,9.79,No
Bhopal,B.Tech Computer Science & Engineering,6.55,No
Vellore,B.Tech Computer Science & Engineering,6.09,No
Vellore,B.Tech CSE (AI & ML),7.47,No
Bhopal,B.Tech CSE (Health Informatics),5.88,No
Vellore,B.Tech Computer Science & Engineering,5.34,No
Vellore,B.Tech Mechanical Engineering,8.44,No
Bhopal,B.Tech Computer Science & Engineering,6.81,No
Vellore,B.Tech Computer Science & Engineering,9.87,Yes
Chennai,B.Tech Computer Science & Engineering,5.8,No
Chennai,B.Tech Computer Science & Engineering,7.61,No
Vellore,B.Tech Computer Science & Engineering,6.86,No
Bhopal,B.Tech Computer Science & Engineering,7.25,No
Vellore,B.Tech Computer Science & Engineering,6.21,No
AP,B.Tech Computer Science & Engineering,5.54,No
AP,B.Tech Computer Science & Engineering,9.54,Yes
Vellore,B.Tech Computer Science & Engineering,5.84,No
Vellore,B.Tech ECE (AI & Cybernetics),6.41,No
Chennai,Other,7.2,No
Vellore,B.Tech Computer Science & Engineering,9.67,No
Vellore,B.Tech Computer Science & Engineering,7.1,No
Vellore,B.Tech Computer Science & Engineering,6.5,No
Chennai,B.Tech Electronics & Communication Engineering,7.73,No
Vellore,B.Tech Mechanical Engineering,9.64,Yes
AP,B.Tech Computer Science & Engineering,8.81,No
Vellore,B.Tech CSE (E-Commerce Technology),7.47,No
Vellore,B.Tech Computer Science & Engineering,8.65,Yes
Bhopal,B.Tech Computer Science & Engineering,5.18,No
Chennai,B.Tech Mechanical Eng (AI & Robotics),6.93,No
Vellore,B.Tech CSE (AI & ML),8.15,Yes
Bhopal,M.Tech AI & Data Science,9.44,Yes
Vellore,B.Tech CSE (AI & ML),6.42,No
Vellore,B.Tech CSE (Health Informatics),8.68,No
AP,B.Tech Mechanical Eng (AI & Robotics),9.81,Yes
AP,B.Tech Computer Science & Engineering,9.16,Yes
Chennai,B.Tech Computer Science & Engineering,6.42,No
Chennai,B.Tech ECE (AI & Cybernetics),8.73,Yes
Vellore,B.Tech Computer Science & Engineering,7.93,No
Bhopal,B.Tech Electronics & Communication Engineering,5.76,No
Vellore,B.Tech Computer Science & Engineering,5.54,No
Vellore,B.Tech Computer Science & Engineering,8.47,No
